,ImageFiles,Show Attend And Tell,Decoupled Novel Object Captioner,Novel Object Captioner,YOLO9000,SAT_YOLO9000_SF,DNOC_YOLO9000_SF,NOC_YOLO9000_SF,SAT_WC,DNOC_WC,NOC_WC,SAT_simil,NOC_simil,DNOC_simil,YOLO_WC,ssd_512_resnet50_v1_voc,ssd_voc,ssd_512_resnet50_v1_coco,ssd_coco,yolo3_darknet53_coco,yolo3_coco,center_net_resnet18_v1b_coco,center_coco,center_net_resnet18_v1b_voc,center_voc,yolo3_darknet53_voc,yolo3_voc,SAT_SSD_VOC_SF,SAT_SSD_COCO_SF,NOC_SSD_VOC_SF,NOC_SSD_COCO_SF,DNOC_SSD_VOC_SF,DNOC_SSD_COCO_SF,SAT_yolo3_VOC_SF,SAT_yolo3_COCO_SF,NOC_yolo3_VOC_SF,NOC_yolo3_COCO_SF,DNOC_yolo3_VOC_SF,DNOC_yolo3_COCO_SF,SAT_center_net_VOC_SF,SAT_center_net_COCO_SF,NOC_center_net_VOC_SF,NOC_center_net_COCO_SF,DNOC_center_net_VOC_SF,DNOC_center_net_COCO_SF,MRCNN,sat_un_count,dnoc_un_count,noc_un_count,mrcnn_un_count,SF_SAT_MRCNN,SF_DNOC_MRCNN,SF_NOC_MRCNN
311,b00001514_21i57n_20150509_130235e.jpg,"['man', 'chair', 'laptop']","['man', 'person', 'person']","['man', 'chair', 'cellphone']",['love seat'],0.61916,0.49496,0.60681,3,3,3,0.61916,0.49496,0.60681,1,['person'],1,['person'],1,['person'],1,"['person', 'person', 'person', 'person', 'person']",5,"['person', 'sofa', 'sofa', 'sofa', 'person']",5,['person'],1,0.49584,0.49584,0.52522,0.52522,0.9487,0.9487,0.49584,0.49584,0.52522,0.52522,0.9487,0.9487,0.41034,0.29751,0.39536,0.31513,0.36775,0.56922,"['person', 'person', 'umbrella']",3,2,3,2,0.70114,0.70848,0.71995
312,b00001518_21i57n_20150518_174032e.jpg,"['person', 'remote']","['person', 'person']","['girl', 'dress', 'chair']","['clutch bag', ' mixing faucet']",0.30788,0.21929,0.44269,2,2,3,0.30788,0.21929,0.44269,2,['bottle'],1,['bottle'],1,"['bottle', 'bottle', 'sink']",3,['bottle'],1,['bottle'],1,['bottle'],1,0.23582,0.23582,0.3459,0.3459,0.24841,0.24841,0.23582,0.18227,0.3459,0.38296,0.24841,0.1722,0.23582,0.23582,0.3459,0.3459,0.24841,0.24841,"['bottle', 'sink', 'bottle', 'person', 'book', 'sink', 'toothbrush', 'cup', 'remote']",2,1,3,7,0.20543,0.01398,0.20879
313,b00001520_21i57n_20150518_174146e.jpg,"['bathroom', 'toilet', 'sink']","['bathroom', 'sink', 'sink']","['bathroom', 'sink', 'toilet', 'tub']","['mixing faucet', ' toilet seat']",0.81813,0.76955,0.82384,3,3,4,0.81813,0.76955,0.82384,2,['tvmonitor'],1,"['sink', 'toilet']",2,['sink'],1,['sink'],1,[],0,[],0,0,0.967,0,0.94383,0,0.94048,0,0.84098,0,0.82457,0,0.94972,0,0.84098,0,0.82457,0,0.94972,"['sink', 'toilet']",3,2,4,2,0.97788,0.92503,0.97151
314,b00001522_21i57n_20150518_174242e.jpg,"['person', 'back', 'truck']","['man', 'front', 'train']","['man', 'middle', 'train']","['overnighter', ' teacher']",0.29653,0.31476,0.38825,3,3,3,0.29653,0.31476,0.38825,2,['train'],1,"['person', 'train']",2,['person'],1,[],0,[],0,[],0,0.50144,0.75904,0.75721,0.80196,0.73975,0.7909,0,0.73012,0,0.5279,0,0.52812,0,0,0,0,0,0,"['person', 'oven']",3,3,3,2,0.71756,0.59126,0.58904
315,b00001523_21i57n_20150518_174337e.jpg,"['view', 'room', 'bed']","['sink', 'sink', 'sink']","['airplane', 'floor']",['book'],0.33558,0.08594,0.24233,3,3,2,0.33558,0.08594,0.24233,1,[],0,['airplane'],1,[],0,[],0,[],0,[],0,0,0.28317,0,0.77535,0,0.2221,0,0,0,0,0,0,0,0,0,0,0,0,[],3,1,2,1,0,0,0
316,b00001524_21i57n_20150518_174404e.jpg,"['view', 'view', 'airplane']","['chair', 'chair']","['airplane', 'top', 'bed']",['barber chair'],0.26248,0.80747,0.49181,3,2,3,0.26248,0.80747,0.49181,1,[],0,"['book', 'chair']",2,"['mouse', 'chair']",2,[],0,[],0,['chair'],1,0,0.40584,0,0.57108,0,0.79091,0.29151,0.35886,0.54689,0.5389,1,0.76967,0,0,0,0,0,0,"['person', 'chair', 'book', 'chair', 'dining table', 'mouse', 'umbrella', 'chair', 'chair']",2,1,3,6,0.1301,0.12597,0.37906
317,b00001548_21i57n_20150518_201643e.jpg,"['view', 'kitchen', 'microwave']","['microwave', 'microwave', 'microwave']","['person', 'jacket', 'train']","['laptop', ' ice machine', ' teacup']",0.49034,0.42758,0.44406,3,3,3,0.49034,0.42758,0.44406,3,[],0,[],0,[],0,[],0,[],0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['cup', 'cup']",3,1,3,1,0.7083,0.3274,0.62772
318,b00001638_21i57n_20150509_135619e.jpg,"['couple', 'bench']","['person', 'table', 'wine', 'glass']","['woman', 'table', 'glass', 'wine']","['employer', ' wineglass', ' wineglass', ' magnum', ' furnishing']",0.08635,0.41617,0.39387,2,4,4,0.21588,0.52022,0.49233,5,"['person', 'person', 'diningtable', 'bottle']",4,"['bottle', 'person', 'wine glass', 'wine glass', 'mouse', 'dining table', 'person', 'person']",8,"['person', 'bottle', 'wine glass', 'person', 'person', 'wine glass', 'person']",7,"['person', 'bottle']",2,"['person', 'diningtable']",2,"['person', 'bottle']",2,0.21084,0.12882,0.64859,0.46089,0.74642,0.48782,0.42907,0.13328,0.70671,0.49331,0.77947,0.53302,0.34285,0.42907,0.44806,0.70671,0.57304,0.77947,"['person', 'bottle', 'wine glass', 'person', 'wine glass', 'mouse', 'dining table', 'person', 'person', 'wine glass']",2,4,4,5,0.07759,0.68621,0.63519
319,b00001725_21i57n_20150509_143430e.jpg,"['plate', 'food', 'table']","['sandwich', 'table', 'sandwich']","['plate', 'food', 'sandwich', 'glass', 'wine']","['Nigerian', ' manageress', ' wineglass', ' hotdog', ' teacup', ' furnishing']",0.15053,0.17219,0.30397,3,3,5,0.30105,0.34439,0.36477,6,"['person', 'person']",2,"['person', 'wine glass', 'person', 'sandwich', 'person', 'wine glass', 'cup', 'dining table']",8,"['person', 'person', 'spoon', 'wine glass']",4,['person'],1,['person'],1,['person'],1,0.35469,0.29112,0.31472,0.54692,0.26744,0.26277,0.35469,0.50864,0.31472,0.79451,0.26745,0.41737,0.35469,0.35469,0.31472,0.31472,0.26745,0.26745,"['person', 'dining table', 'person', 'cup', 'person', 'fork', 'wine glass', 'person', 'person', 'sandwich', 'cell phone']",3,2,5,7,0.33352,0.24354,0.64528
320,b00001771_21i57n_20150509_145630e.jpg,"['couple', 'table']","['woman', 'table', 'wine', 'glass']","['woman', 'table', 'plate', 'food']","['wineglass', ' wineglass', ' waiter', ' glassblower', ' furnishing']",0.09776,0.37704,0.2469,2,4,4,0.2444,0.4713,0.30862,5,"['person', 'person']",2,"['person', 'wine glass', 'person', 'wine glass', 'fork', 'person', 'dining table']",7,"['wine glass', 'person', 'person', 'cup', 'wine glass', 'dining table']",6,"['person', 'wine glass', 'person', 'wine glass']",4,"['person', 'person']",2,"['person', 'person']",2,0.40427,0.19992,0.50368,0.45411,0.44806,0.5228,0.40427,0.23155,0.50368,0.52525,0.44806,0.624,0.40427,0.28894,0.50368,0.70542,0.44806,0.90803,"['person', 'person', 'wine glass', 'wine glass', 'dining table', 'person', 'cup', 'knife', 'cup', 'fork']",2,4,4,6,0.13571,0.5444,0.5232
321,b00001812_21i57n_20150519_085528e.jpg,"['person', 'front', 'refrigerator']","['surfboard', 'surfboard', 'surfboard']","['man', 'shirt', 'train']","['deep-freeze', ' taster']",0.41353,0.08443,0.38332,3,3,3,0.41353,0.08443,0.38332,2,[],0,['person'],1,['person'],1,[],0,[],0,[],0,0,0.6757,0,0.49025,0,0.075,0,0.6757,0,0.49025,0,0.075,0,0,0,0,0,0,"['refrigerator', 'person', 'chair', 'refrigerator', 'fork', 'surfboard']",3,1,3,5,0.67243,0.06316,0.29127
322,b00001813_21i57n_20150519_085556e.jpg,"['pair', 'top', 'table']","['person', 'cup', 'cup']","['girl', 'bathroom', 'sink']","['water bottle', ' thermos']",0.38363,0.57232,0.47581,3,3,3,0.38363,0.57232,0.47581,2,"['chair', 'bottle']",2,"['bottle', 'cup', 'cell phone', 'cup']",4,"['cup', 'bottle']",2,"['bottle', 'cup']",2,['bottle'],1,['bottle'],1,0.57313,0.38316,0.54311,0.35567,0.52943,0.6247,0.39482,0.46875,0.41983,0.4371,0.53554,0.8586,0.39482,0.46875,0.41983,0.4371,0.53554,0.8586,"['bottle', 'cup', 'cup', 'person']",3,2,3,3,0.52416,0.88375,0.51151
323,b00001814_21i57n_20150519_085624e.jpg,"['living', 'room', 'couch', 'television']","['book', 'cup', 'room']","['room', 'window', 'window']",['laptop'],0.33676,0.26591,0.33804,4,3,3,0.33676,0.26591,0.33804,1,['bottle'],1,"['microwave', 'cup', 'bottle', 'cup', 'bottle', 'bottle']",6,"['cup', 'bottle', 'cup', 'cup', 'cup', 'cup']",6,[],0,[],0,['bottle'],1,0.25471,0.23512,0.32702,0.18554,0.50137,0.35019,0.25471,0.17017,0.32702,0.133,0.50137,0.35985,0,0,0,0,0,0,"['cup', 'cup', 'cup', 'bottle', 'tv', 'cup', 'bottle', 'bottle', 'chair']",4,3,2,4,0.60062,0.67574,0.26571
324,b00001815_21i57n_20150519_085651e.jpg,"['computer', 'top', 'table']","['cell', 'phone', 'cell', 'phone', 'sink']",['train'],['mixing faucet'],0.34679,0.28633,0.11131,3,5,1,0.34679,0.28633,0.11131,1,"['tvmonitor', 'tvmonitor', 'tvmonitor']",3,"['cell phone', 'sink', 'tv']",3,"['sink', 'bowl', 'bottle', 'cell phone']",4,['bowl'],1,['tvmonitor'],1,['tvmonitor'],1,0,0.57939,0,0.07489,0,0.91735,0,0.4319,0,0.06157,0,0.81557,0,0.37847,0,0.14447,0,0.20115,"['sink', 'bottle', 'cup', 'bowl', 'cup', 'laptop', 'bottle', 'tv', 'bottle']",3,3,1,6,0.38434,0.33151,0.00011
325,b00001816_21i57n_20150519_085719e.jpg,"['person', 'laptop']","['person', 'person', 'person']","['person', 'cell', 'phone', 'hand']",['physical therapist'],0.39104,0.50042,0.44857,2,3,4,0.39104,0.50042,0.44857,1,['person'],1,"['person', 'chair', 'person']",3,[],0,[],0,[],0,['tvmonitor'],1,0.72623,0.48002,0.65749,0.67693,1,0.90834,0,0,0,0,0,0,0,0,0,0,0,0,"['person', 'toothbrush', 'cup', 'person']",2,1,4,3,0.39959,0.2064,0.65742
326,b00001817_21i57n_20150519_085752e.jpg,"['woman', 'front', 'mirror', 'bathroom']","['man', 'front', 'mirror']","['man', 'bathroom', 'mirror']","['gal', ' mixing faucet']",0.47278,0.36735,0.49756,4,3,3,0.47278,0.36735,0.49756,2,['person'],1,"['person', 'sink']",2,"['person', 'sink']",2,"['person', 'sink']",2,['person'],1,['person'],1,0.49017,0.68421,0.48519,0.71008,0.50298,0.61502,0.49017,0.68421,0.48519,0.71008,0.50298,0.61502,0.49017,0.68421,0.48519,0.71008,0.50298,0.61502,"['sink', 'person', 'remote', 'sink']",4,3,3,3,0.73222,0.62131,0.67382
327,b00001818_21i57n_20150519_085819e.jpg,"['woman', 'front', 'mirror']","['man', 'front', 'sink']","['woman', 'front', 'mirror']","['barber chair', ' painter']",0.48647,0.46233,0.48647,3,3,3,0.48647,0.46233,0.48647,2,"['chair', 'person']",2,"['person', 'cup', 'sink']",3,"['person', 'cup']",2,[],0,[],0,['person'],1,0.60459,0.57774,0.60459,0.57774,0.56817,0.72324,0.51137,0.52299,0.51137,0.52299,0.46836,0.52693,0,0,0,0,0,0,"['person', 'cup', 'sink']",3,3,3,3,0.57774,0.72324,0.57774
328,b00001821_21i57n_20150519_090009e.jpg,"['man', 'front', 'window']","['man', 'picture', 'mirror']","['man', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt']",['medical practitioner'],0.21471,0.23915,0.11053,3,3,6,0.21471,0.23915,0.11053,1,['person'],1,['person'],1,['person'],1,[],0,[],0,['person'],1,0.48163,0.48163,0.3048,0.3048,0.50942,0.50942,0.48163,0.48163,0.3048,0.3048,0.50942,0.50942,0,0,0,0,0,0,"['person', 'car']",3,3,2,2,0.71354,0.69086,0.49175
329,b00001822_21i57n_20150519_090038e.jpg,"['bathroom', 'sink', 'sink']","['sink', 'table', 'room']","['man', 'chair', 'dog']","['vacuum flask', ' mixing faucet']",0.58799,0.52457,0.2976,3,3,3,0.58799,0.52457,0.2976,2,[],0,"['sink', 'cup', 'bottle', 'cup']",4,"['cup', 'sink', 'bottle', 'cup']",4,['sink'],1,[],0,[],0,0,0.44319,0,0.30082,0,0.44313,0,0.44319,0,0.30082,0,0.44313,0,0.94972,0,0.32527,0,0.76738,"['sink', 'cup', 'cup', 'chair', 'person', 'bottle', 'person', 'bowl', 'bottle', 'bottle', 'cup', 'chair']",2,3,3,6,0.28052,0.54622,0.40383
330,b00001823_21i57n_20150519_090111e.jpg,"['view', 'kitchen', 'refrigerator']","['kitchen', 'person', 'cup']","['group', 'living', 'room']","['deep-freeze', ' teacher', ' Erlenmeyer flask', ' thermos', ' teacup']",0.24441,0.29663,0.16006,3,3,3,0.40735,0.49438,0.26677,5,"['bottle', 'bottle']",2,"['bottle', 'bottle', 'cup', 'person', 'dining table', 'cup', 'cup']",7,"['bottle', 'cup', 'bottle', 'person', 'cup', 'cup', 'bowl']",7,"['person', 'cup', 'cup', 'bottle', 'bottle']",5,['bottle'],1,"['person', 'bottle', 'bottle']",3,0.36832,0.24686,0.22975,0.19309,0.51651,0.37263,0.43403,0.20204,0.39574,0.13506,0.65983,0.35091,0.36832,0.278,0.22975,0.20542,0.51651,0.48333,"['cup', 'bottle', 'bottle', 'cup', 'person', 'refrigerator', 'cup', 'book', 'dining table', 'chair', 'chair', 'spoon', 'chair']",3,3,3,8,0.34867,0.68413,0.16626
331,b00001882_21i57n_20150509_155625e.jpg,"['man', 'sheep', 'cage']","['fence', 'sheep']","['man', 'fence', 'pen']","['ewe', ' farm horse', ' settler']",0.65322,0.47361,0.50177,3,2,3,0.65322,0.71041,0.50177,3,"['person', 'horse', 'sheep', 'cow', 'horse']",5,"['person', 'sheep', 'elephant', 'cow']",4,"['person', 'cow', 'cow']",3,['person'],1,"['person', 'person', 'person']",3,"['cow', 'person', 'horse']",3,0.47335,0.60874,0.3531,0.42851,0.30294,0.37556,0.74807,0.73188,0.59734,0.54674,0.43775,0.43106,0.44022,0.44022,0.42249,0.42249,0.15972,0.23959,"['person', 'horse', 'person', 'person']",3,2,3,2,0.75694,0.53156,0.69108
332,b00001885_21i57n_20150509_155747e.jpg,"['man', 'glass', 'food']","['man', 'horse', 'pen']","['person', 'piece', 'food']",['ox'],0.26075,0.45267,0.19113,3,3,3,0.26075,0.45266,0.19113,1,"['person', 'cow']",2,"['person', 'horse', 'person']",3,"['person', 'person']",2,[],0,['person'],1,"['person', 'horse', 'cow']",3,0.57503,0.54618,0.74135,0.75583,0.66334,0.69569,0.56419,0.47712,0.66563,0.75542,0.78775,0.46923,0.47712,0,0.75542,0,0.46923,0,"['person', 'person', 'person', 'horse', 'skis', 'horse']",3,3,3,3,0.47137,0.68091,0.57803
333,b00001898_21i57n_20150509_160606e.jpg,['group'],"['man', 'suit', 'bicycle', 'standing', 'field']","['man', 'shirt', 'shirt', 'shirt']","['animal trainer', ' saunterer', ' horseman', ' settler', ' guy']",0.05885,0.61255,0.34126,1,5,4,0.29427,0.61255,0.42657,5,"['person', 'person', 'person']",3,"['person', 'person', 'person', 'person', 'person']",5,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person']",3,"['person', 'person']",2,"['person', 'person', 'person']",3,0.11385,0.06831,0.34642,0.27714,0.57196,0.57196,0.11385,0.08539,0.34642,0.34642,0.57196,0.57196,0.17078,0.11385,0.34642,0.34642,0.57196,0.57196,"['person', 'person', 'person', 'person', 'person', 'person']",1,5,2,1,0.34156,0.89428,0.68143
334,b00001899_21i57n_20150509_160631e.jpg,['group'],"['group', 'tree']","['woman', 'cell', 'phone', 'parking', 'lot']","['officiant', ' tourist', ' tourist', ' celebrity', ' companion']",0.04822,0.12703,0.45223,1,2,5,0.2411,0.31758,0.45223,5,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person', 'person', 'person']",5,"['person', 'person', 'person', 'person']",4,"['person', 'person', 'person']",3,"['person', 'person', 'person']",3,0.08539,0.08539,0.55419,0.55419,0.18306,0.18306,0.11385,0.06831,0.55419,0.55419,0.24409,0.14645,0.11385,0.08539,0.55419,0.55419,0.24409,0.18306,"['person', 'person', 'person', 'person', 'person', 'tie', 'person', 'clock', 'person']",1,2,5,3,0.02258,0.26619,0.73419
335,b00001924_21i57n_20150509_161702e.jpg,"['group', 'table']","['man', 'table', 'bicycle']","['group', 'table', 'food']","['fishmonger', ' vintner', ' vintner', ' vintner']",−0.0076,0.05748,0.03662,2,3,3,−0.0152,0.07664,0.04882,4,"['person', 'person', 'person']",3,"['person', 'person', 'person', 'book', 'cup']",5,"['person', 'person', 'person', 'cup']",4,"['person', 'person']",2,['person'],1,"['person', 'person', 'person']",3,0.26508,0.19095,0.43267,0.32761,0.51318,0.35277,0.26508,0.22285,0.43267,0.3816,0.51318,0.43099,0.39762,0.39762,0.43267,0.43267,0.51318,0.51318,"['person', 'person', 'person', 'person', 'person', 'cup', 'cup', 'dining table', 'cake', 'dining table']",2,3,3,4,0.19019,0.46178,0.45792
336,b00001962_21i57n_20150509_163309e.jpg,"['woman', 'bicycle']","['woman', 'bicycle', 'car']","['woman', 'woman', 'bike']","['push-bike', ' push-bike', ' push-bike', ' Erlenmeyer flask', ' pilgrim']",0.25206,0.3886,0.35838,2,3,3,0.63014,0.64767,0.59731,5,"['person', 'bicycle', 'person', 'bicycle', 'bicycle']",5,"['person', 'bicycle', 'person', 'bicycle', 'bicycle']",5,"['person', 'person', 'bicycle', 'person', 'bicycle']",5,"['person', 'person']",2,['person'],1,"['person', 'bicycle', 'person']",3,0.34176,0.34176,0.43882,0.43882,0.49649,0.49649,0.49953,0.31532,0.71186,0.43699,0.73073,0.46038,0.50376,0.50376,0.56303,0.56303,0.49734,0.49734,"['person', 'person', 'bicycle', 'bicycle', 'person', 'bicycle', 'bicycle', 'backpack', 'person', 'person', 'chair']",2,3,2,4,0.55208,0.66117,0.52149
337,b00001964_21i57n_20150509_163357e.jpg,"['group', 'street']","['group', 'street']","['group', 'street']","['peddler', ' commuter', ' commuter', ' safety bicycle', ' push-bike', ' safety bicycle']",0.16032,0.16032,0.16032,2,2,2,0.48097,0.48097,0.48097,6,"['bicycle', 'person', 'bicycle', 'person', 'person', 'person']",6,"['person', 'bicycle', 'person', 'person', 'bicycle', 'person', 'bicycle', 'person']",8,"['person', 'person', 'bicycle', 'person', 'bicycle', 'person', 'bicycle']",7,"['person', 'person', 'bicycle', 'person']",4,"['person', 'bicycle', 'person', 'bicycle']",4,"['person', 'person', 'bicycle', 'person', 'bicycle', 'person', 'bicycle', 'person']",8,0.17086,0.12978,0.17086,0.12978,0.17086,0.12978,0.12978,0.14985,0.12978,0.14985,0.12978,0.14985,0.26297,0.24706,0.26297,0.24706,0.26297,0.24706,"['person', 'person', 'person', 'bicycle', 'person', 'bicycle', 'person', 'person', 'potted plant', 'chair']",2,2,2,4,0.24174,0.24174,0.24174
338,b00002020_21i57n_20150509_165647e.jpg,"['man', 'bike', 'street']","['man', 'backpack', 'street']","['man', 'bench', 'bicycle']","['peddler', ' juggler', ' push-bike', ' reservist', ' horse wrangler']",0.39634,0.35845,0.38683,3,3,3,0.66057,0.59741,0.64472,5,"['person', 'person', 'bicycle', 'person', 'bicycle', 'person']",6,"['person', 'bicycle', 'backpack', 'person', 'person', 'person', 'bicycle', 'bicycle', 'bicycle', 'bicycle']",10,"['person', 'person', 'person', 'backpack', 'person']",5,"['person', 'person']",2,"['person', 'person']",2,"['person', 'person', 'person', 'person', 'bicycle', 'bicycle']",6,0.35358,0.23581,0.33687,0.2297,0.3136,0.21171,0.35358,0.32642,0.33687,0.30957,0.3136,0.37336,0.49218,0.49218,0.45453,0.45453,0.49044,0.49044,"['person', 'person', 'person', 'person', 'backpack', 'bicycle', 'bicycle', 'person', 'bicycle', 'chair', 'cell phone', 'bicycle']",3,3,3,5,0.50179,0.60535,0.5694
339,b00002137_21i57n_20150509_174515e.jpg,"['group', 'street']","['man', 'bike', 'street']","['man', 'bike', 'helmet']","['carpenter', ' saunterer', ' unicyclist', ' bicycle-built-for-two', ' safety bicycle', ' agriculturist', ' safety bicycle']",0.14519,0.30683,0.29965,2,3,3,0.50817,0.71595,0.69918,7,"['person', 'bicycle', 'bicycle', 'person', 'person', 'bicycle', 'bicycle']",7,"['person', 'person', 'bicycle', 'person', 'person', 'person', 'bicycle', 'person', 'bicycle']",9,"['person', 'person', 'person', 'person', 'person', 'car', 'backpack', 'bicycle', 'person', 'car']",10,"['person', 'person', 'car']",3,"['person', 'person']",2,"['person', 'person', 'bicycle', 'person', 'bicycle', 'person', 'car', 'bicycle']",8,0.14886,0.11391,0.32971,0.22451,0.33765,0.23572,0.13577,0.10227,0.28009,0.19752,0.29262,0.20661,0.41512,0.32876,0.44669,0.57821,0.49218,0.63302,"['person', 'person', 'person', 'person', 'bicycle', 'car', 'backpack', 'bicycle', 'person', 'person', 'chair', 'person', 'bicycle', 'bicycle']",2,3,3,5,0.17001,0.59641,0.62686
340,b00002155_21i57n_20150509_175242e.jpg,"['man', 'front', 'tree']","['man', 'bicycle', 'street']","['man', 'skateboard', 'street']","['limousine', ' unicyclist', ' general']",0.26908,0.38386,0.3422,3,3,3,0.26908,0.38386,0.3422,3,"['person', 'car']",2,"['person', 'car', 'car']",3,"['person', 'car', 'car']",3,"['person', 'fire hydrant']",2,"['person', 'car']",2,"['person', 'car', 'car']",3,0.58093,0.55342,0.57008,0.55288,0.63771,0.62754,0.55342,0.55342,0.55288,0.55288,0.62754,0.62754,0.58093,0.59976,0.57008,0.5511,0.63771,0.57945,"['person', 'car', 'car', 'chair', 'person', 'bench', 'chair']",3,3,3,4,0.5551,0.51567,0.45812
341,b00002161_21i57n_20150509_175540e.jpg,['group'],"['man', 'woman', 'parking', 'lot']","['man', 'sidewalk', 'backpack']","['saunterer', ' limousine', ' traffic cop', ' peddler', ' shoulder bag', ' coal miner']",0.03506,0.41565,0.34563,1,4,3,0.21037,0.62347,0.69126,6,"['person', 'person', 'car', 'person']",4,"['person', 'person', 'person', 'car', 'person', 'person', 'handbag', 'car']",8,"['person', 'car', 'person', 'person', 'person', 'person', 'car', 'backpack']",8,"['person', 'person', 'car', 'person', 'person']",5,"['person', 'person', 'person', 'car']",4,"['person', 'person', 'person', 'car', 'person', 'car']",6,0.0872,0.04181,0.39008,0.21447,0.71005,0.35908,0.0571,0.04302,0.26676,0.23122,0.48029,0.36029,0.0872,0.07003,0.39008,0.30541,0.71005,0.55959,"['person', 'person', 'person', 'person', 'person', 'car', 'car', 'person', 'person', 'couch']",1,4,3,3,0.0275,0.7792,0.61431
342,b00002228_21i57n_20150509_182811e.jpg,"['group', 'table']","['man', 'table', 'cup']","['man', 'table', 'laptop', 'laptop']","['songster', ' instigator', ' teacher', ' waiter', ' furnishing']",0.11045,0.19918,0.21839,2,3,4,0.27613,0.33197,0.27299,5,"['person', 'person', 'person', 'diningtable', 'person']",5,"['person', 'person', 'person']",3,"['person', 'person', 'cup', 'person', 'chair', 'chair', 'person']",7,"['person', 'person']",2,"['person', 'person']",2,"['person', 'person', 'person', 'person']",4,0.15905,0.26508,0.3477,0.43462,0.27426,0.45711,0.19881,0.15813,0.43462,0.32091,0.34283,0.29992,0.39762,0.39762,0.43462,0.43462,0.45711,0.45711,"['person', 'person', 'person', 'dining table', 'person', 'book', 'cell phone', 'cup', 'chair', 'wine glass']",2,3,3,7,0.09311,0.49108,0.34659
343,b00002234_21i57n_20150509_183056e.jpg,"['man', 'table', 'bottle', 'wine']","['man', 'woman', 'table']","['woman', 'kitchen', 'mirror']","['panelist', ' television reporter', ' drunkard', ' gal', ' drunkard', ' beer drinker', ' beer drinker', ' caricaturist', ' chalice', ' furnishing', ' furnishing']",0.22263,0.13846,0.12298,4,3,3,0.61224,0.5077,0.45092,11,"['person', 'person', 'person', 'person', 'diningtable']",5,"['person', 'person', 'cup', 'person', 'bottle', 'wine glass', 'person', 'dining table', 'cup']",9,"['person', 'person', 'cup', 'cup', 'cup', 'wine glass', 'cup', 'person', 'cup', 'tv']",10,"['person', 'cup']",2,"['person', 'person']",2,"['person', 'person', 'diningtable', 'person']",4,0.36764,0.38474,0.28656,0.22814,0.3634,0.23019,0.45955,0.29707,0.3582,0.17489,0.45425,0.16945,0.45955,0.64354,0.4776,0.53163,0.60566,0.58255,"['person', 'person', 'person', 'cup', 'tv', 'person', 'cup', 'cup', 'bottle', 'person', 'dining table', 'person', 'person', 'person', 'cup']",4,3,3,5,0.73096,0.42267,0.44684
344,b00002236_21i57n_20150509_183153e.jpg,"['group', 'table']","['woman', 'woman', 'table']","['woman', 'front', 'table', 'cake', 'front', 'woman']","['taster', ' raiser', ' thermos', ' panelist', ' furnishing', ' taster', ' teacup', ' dinner table', ' manageress', ' easy chair']",0.10806,0.14225,0.32689,2,3,6,0.54029,0.47418,0.54482,10,"['person', 'person', 'person', 'diningtable', 'person', 'person']",6,"['person', 'person', 'cup', 'person', 'cup', 'person', 'person', 'cup', 'tv', 'dining table']",10,"['person', 'person', 'person', 'person', 'cup', 'cup', 'cup', 'tv', 'cup', 'person']",10,"['person', 'person', 'person', 'cup']",4,"['person', 'person']",2,"['person', 'person', 'person', 'person', 'diningtable']",5,0.13254,0.11549,0.54795,0.43099,0.29091,0.20037,0.15905,0.09044,0.54795,0.39006,0.34909,0.17943,0.39762,0.22285,0.54795,0.6305,0.58181,0.46483,"['person', 'person', 'person', 'cup', 'tv', 'cup', 'person', 'dining table', 'person', 'person', 'person', 'person', 'cup']",2,2,4,4,0.19175,0.34243,0.64472
345,b00002241_21i57n_20150509_183405e.jpg,"['man', 'table', 'plate', 'food']","['man', 'woman', 'kitchen']","['group', 'table', 'food']","['employer', ' panelist', ' vintner', ' director', ' laptop']",0.22638,0.19315,0.19675,4,3,3,0.28297,0.32192,0.32792,5,"['person', 'person', 'diningtable', 'person', 'bottle', 'chair']",6,"['person', 'person', 'person', 'cup', 'laptop', 'dining table', 'person']",7,"['person', 'person', 'laptop', 'person', 'cup']",5,['person'],1,['person'],1,"['person', 'person']",2,0.42479,0.4146,0.27703,0.2855,0.32233,0.28725,0.49032,0.48253,0.43267,0.30546,0.56485,0.36594,0.49032,0.49032,0.43267,0.43267,0.56485,0.56485,"['person', 'person', 'person', 'person', 'bottle', 'cup', 'person', 'dining table', 'cup', 'bowl', 'cup']",4,3,3,5,0.61692,0.33964,0.33559
